1001
Index SampleAmp
0	1000.0
1	1002.0
2	1004.0
3	1006.0
4	1008.0
5	1010.0
6	1012.0
7	1014.0
8	1016.0
9	1018.0
10	1020.0
11	1022.0
12	1024.0
13	1026.0
14	1028.0
15	1030.0
16	1032.0
17	1034.0
18	1036.0
19	1038.0
20	1040.0
21	1042.0
22	1044.0
23	1046.0
24	1048.0
25	1050.0
26	1052.0
27	1054.0
28	1056.0
29	1058.0
30	1060.0
31	1062.0
32	1064.0
33	1066.0
34	1068.0
35	1070.0
36	1072.0
37	1074.0
38	1076.0
39	1078.0
40	1080.0
41	1082.0
42	1084.0
43	1086.0
44	1088.0
45	1090.0
46	1092.0
47	1094.0
48	1096.0
49	1098.0
50	1100.0
51	1102.0
52	1104.0
53	1106.0
54	1108.0
55	1110.0
56	1112.0
57	1114.0
58	1116.0
59	1118.0
60	1120.0
61	1122.0
62	1124.0
63	1126.0
64	1128.0
65	1130.0
66	1132.0
67	1134.0
68	1136.0
69	1138.0
70	1140.0
71	1142.0
72	1144.0
73	1146.0
74	1148.0
75	1150.0
76	1152.0
77	1154.0
78	1156.0
79	1158.0
80	1160.0
81	1162.0
82	1164.0
83	1166.0
84	1168.0
85	1170.0
86	1172.0
87	1174.0
88	1176.0
89	1178.0
90	1180.0
91	1182.0
92	1184.0
93	1186.0
94	1188.0
95	1190.0
96	1192.0
97	1194.0
98	1196.0
99	1198.0
100	1200.0
101	1202.0
102	1204.0
103	1206.0
104	1208.0
105	1210.0
106	1212.0
107	1214.0
108	1216.0
109	1218.0
110	1220.0
111	1222.0
112	1224.0
113	1226.0
114	1228.0
115	1230.0
116	1232.0
117	1234.0
118	1236.0
119	1238.0
120	1240.0
121	1242.0
122	1244.0
123	1246.0
124	1248.0
125	1250.0
126	1252.0
127	1254.0
128	1256.0
129	1258.0
130	1260.0
131	1262.0
132	1264.0
133	1266.0
134	1268.0
135	1270.0
136	1272.0
137	1274.0
138	1276.0
139	1278.0
140	1280.0
141	1282.0
142	1284.0
143	1286.0
144	1288.0
145	1290.0
146	1292.0
147	1294.0
148	1296.0
149	1298.0
150	1300.0
151	1302.0
152	1304.0
153	1306.0
154	1308.0
155	1310.0
156	1312.0
157	1314.0
158	1316.0
159	1318.0
160	1320.0
161	1322.0
162	1324.0
163	1326.0
164	1328.0
165	1330.0
166	1332.0
167	1334.0
168	1336.0
169	1338.0
170	1340.0
171	1342.0
172	1344.0
173	1346.0
174	1348.0
175	1350.0
176	1352.0
177	1354.0
178	1356.0
179	1358.0
180	1360.0
181	1362.0
182	1364.0
183	1366.0
184	1368.0
185	1370.0
186	1372.0
187	1374.0
188	1376.0
189	1378.0
190	1380.0
191	1382.0
192	1384.0
193	1386.0
194	1388.0
195	1390.0
196	1392.0
197	1394.0
198	1396.0
199	1398.0
200	1400.0
201	1402.0
202	1404.0
203	1406.0
204	1408.0
205	1410.0
206	1412.0
207	1414.0
208	1416.0
209	1418.0
210	1420.0
211	1422.0
212	1424.0
213	1426.0
214	1428.0
215	1430.0
216	1432.0
217	1434.0
