1001
Index SampleAmp
0	-1.0
1	-0.998
2	-0.996
3	-0.994
4	-0.992
5	-0.99
6	-0.988
7	-0.986
8	-0.984
9	-0.982
10	-0.98
11	-0.978
12	-0.976
13	-0.974
14	-0.972
15	-0.97
16	-0.968
17	-0.966
18	-0.964
19	-0.962
20	-0.96
21	-0.958
22	-0.956
23	-0.954
24	-0.952
25	-0.95
26	-0.948
27	-0.946
28	-0.944
29	-0.942
30	-0.94
31	-0.938
32	-0.9359999999999999
33	-0.9339999999999999
34	-0.9319999999999999
35	-0.9299999999999999
36	-0.928
37	-0.926
38	-0.924
39	-0.922
40	-0.92
41	-0.918
42	-0.916
43	-0.914
44	-0.912
45	-0.91
46	-0.908
47	-0.906
48	-0.904
49	-0.902
50	-0.9
51	-0.898
52	-0.896
53	-0.894
54	-0.892
55	-0.89
56	-0.888
57	-0.886
58	-0.884
59	-0.882
60	-0.88
61	-0.878
62	-0.876
63	-0.874
64	-0.872
65	-0.87
66	-0.868
67	-0.866
68	-0.864
69	-0.862
70	-0.86
71	-0.858
72	-0.856
73	-0.854
74	-0.852
75	-0.85
76	-0.848
77	-0.846
78	-0.844
79	-0.842
80	-0.84
81	-0.838
82	-0.836
83	-0.834
84	-0.832
85	-0.83
86	-0.8280000000000001
87	-0.8260000000000001
88	-0.8240000000000001
89	-0.8220000000000001
90	-0.8200000000000001
91	-0.8180000000000001
92	-0.8160000000000001
93	-0.8140000000000001
94	-0.812
95	-0.81
96	-0.808
97	-0.806
98	-0.804
99	-0.802
100	-0.8
101	-0.798
102	-0.796
103	-0.794
104	-0.792
105	-0.79
106	-0.788
107	-0.786
108	-0.784
109	-0.782
110	-0.78
111	-0.778
112	-0.776
113	-0.774
114	-0.772
115	-0.77
116	-0.768
117	-0.766
118	-0.764
119	-0.762
120	-0.76
121	-0.758
122	-0.756
123	-0.754
124	-0.752
125	-0.75
126	-0.748
127	-0.746
128	-0.744
129	-0.742
130	-0.74
131	-0.738
132	-0.736
133	-0.734
134	-0.732
135	-0.73
136	-0.728
137	-0.726
138	-0.724
139	-0.722
140	-0.72
141	-0.718
142	-0.716
143	-0.714
144	-0.712
145	-0.71
146	-0.708
147	-0.706
148	-0.704
149	-0.702
150	-0.7
151	-0.698
152	-0.696
153	-0.694
154	-0.692
155	-0.69
156	-0.688
157	-0.6859999999999999
158	-0.6839999999999999
159	-0.6819999999999999
160	-0.6799999999999999
161	-0.6779999999999999
162	-0.6759999999999999
163	-0.6739999999999999
164	-0.6719999999999999
165	-0.6699999999999999
166	-0.6679999999999999
167	-0.6659999999999999
168	-0.6639999999999999
169	-0.6619999999999999
170	-0.6599999999999999
171	-0.6579999999999999
172	-0.656
173	-0.654
174	-0.652
175	-0.65
176	-0.648
177	-0.646
178	-0.644
179	-0.642
180	-0.64
181	-0.638
182	-0.636
183	-0.634
184	-0.632
185	-0.63
186	-0.628
187	-0.626
188	-0.624
189	-0.622
190	-0.62
191	-0.618
192	-0.616
193	-0.614
194	-0.612
195	-0.61
196	-0.608
197	-0.606
198	-0.604
199	-0.602
200	-0.6
201	-0.598
202	-0.596
203	-0.594
204	-0.5920000000000001
205	-0.5900000000000001
206	-0.5880000000000001
207	-0.5860000000000001
208	-0.5840000000000001
209	-0.5820000000000001
210	-0.5800000000000001
211	-0.5780000000000001
212	-0.5760000000000001
213	-0.5740000000000001
214	-0.5720000000000001
215	-0.5700000000000001
216	-0.5680000000000001
217	-0.5660000000000001
218	-0.5640000000000001
219	-0.562
220	-0.56
221	-0.558
222	-0.556
223	-0.554
224	-0.552
225	-0.55
226	-0.548
227	-0.546
228	-0.544
229	-0.542
230	-0.54
231	-0.538
232	-0.536
233	-0.534
234	-0.532
235	-0.53
236	-0.528
237	-0.526
238	-0.524
239	-0.522
240	-0.52
241	-0.518
242	-0.516
243	-0.514
244	-0.512
245	-0.51
246	-0.508
247	-0.506
248	-0.504
249	-0.502
250	-0.5
251	-0.498
252	-0.496
253	-0.494
254	-0.492
255	-0.49
256	-0.488
257	-0.486
258	-0.484
259	-0.482
260	-0.48
261	-0.478
262	-0.476
263	-0.474
264	-0.472
265	-0.47
266	-0.46799999999999997
267	-0.46599999999999997
268	-0.46399999999999997
269	-0.46199999999999997
270	-0.45999999999999996
271	-0.45799999999999996
272	-0.45599999999999996
273	-0.45399999999999996
274	-0.45199999999999996
275	-0.44999999999999996
276	-0.44799999999999995
277	-0.44599999999999995
278	-0.44399999999999995
279	-0.44199999999999995
280	-0.43999999999999995
